image_index,width,height,aspect_ratio,total_pixels,mean_red,mean_green,mean_blue,std_red,std_green,std_blue,brightness,num_positive_attributes,5_o_Clock_Shadow,Arched_Eyebrows,Attractive,Bags_Under_Eyes,Bald,Bangs,Big_Lips,Big_Nose,Black_Hair,Blond_Hair,Blurry,Brown_Hair,Bushy_Eyebrows,Chubby,Double_Chin,Eyeglasses,Goatee,Gray_Hair,Heavy_Makeup,High_Cheekbones,Male,Mouth_Slightly_Open,Mustache,Narrow_Eyes,No_Beard,Oval_Face,Pale_Skin,Pointy_Nose,Receding_Hairline,Rosy_Cheeks,Sideburns,Smiling,Straight_Hair,Wavy_Hair,Wearing_Earrings,Wearing_Hat,Wearing_Lipstick,Wearing_Necklace,Wearing_Necktie,Young,Has_Facial_Hair,Uses_Makeup,Wears_Accessories
390,178,218,0.8165137614678899,38804,94.76865787032264,83.27453355324194,81.09596948768169,76.26096022385946,68.25144939223823,68.12523686103502,86.37972030374874,14,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1
391,178,218,0.8165137614678899,38804,74.02600247397176,65.36063292444078,64.36202453355324,76.90867843865938,69.29137234599236,64.90228917753439,67.91621997732192,8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
392,178,218,0.8165137614678899,38804,195.71417895062365,167.52151840016492,145.937119884548,39.874971126076915,48.48576886359529,54.03938654087983,169.72427241177886,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
393,178,218,0.8165137614678899,38804,114.76664776827131,102.78319245438614,92.83870219564993,83.33767933483834,74.10911715986632,74.68477814739175,103.46284747276913,13,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
394,178,218,0.8165137614678899,38804,190.74317080713328,165.37563137820842,139.49144418101227,58.762014025625405,66.1398231669981,58.92866249250053,165.20341545545133,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
395,178,218,0.8165137614678899,38804,198.16975054118132,150.09919080507163,119.88766621997732,52.70580555607849,58.79633579170085,61.58602105434795,156.05220252207675,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
396,178,218,0.8165137614678899,38804,142.62109576332338,101.66655499433048,81.74180496855995,80.14077944931945,86.18617260734469,90.85109155433558,108.67648524207128,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1
397,178,218,0.8165137614678899,38804,179.99402123492425,170.0873621276157,163.4951551386455,91.44399511265823,95.77335758524876,99.01986293972304,171.19217950039516,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
398,178,218,0.8165137614678899,38804,139.9063756313782,125.58929491804969,114.64387691990517,61.91333480157279,46.23025313966954,40.8407625183846,126.7131824897777,10,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
399,178,218,0.8165137614678899,38804,83.63114627358004,36.7532728584682,30.065328316668385,92.68959340514509,60.29890751462798,48.77516092102412,50.14991581623887,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
400,178,218,0.8165137614678899,38804,183.5575971549325,115.84457787856923,93.10047933202763,72.46630834767721,59.5435615262873,88.57844864032421,130.83421812184312,7,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
401,178,218,0.8165137614678899,38804,102.83115142768787,87.05275229357798,78.41689001133904,81.71789518185815,66.68464514531249,70.46136979066758,89.4335979108683,6,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,178,218,0.8165137614678899,38804,83.79942789403154,68.53154313988249,61.67294608803216,101.20365061461193,86.15860452249983,80.15643823953512,71.33463904064872,10,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
403,178,218,0.8165137614678899,38804,120.90145345840635,99.06151427687867,85.15812802803835,63.35706062604772,58.01592937430496,53.662912881298034,101.70703192110778,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
404,178,218,0.8165137614678899,38804,123.66624574786104,123.71312235851974,146.19915472631686,50.70413140025716,55.4810067597324,48.98787607328789,131.19284094423256,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
405,178,218,0.8165137614678899,38804,172.4962117307494,150.30300999896917,140.3487269353675,72.4503836995687,73.34191201731542,75.38054866117595,154.38264955502868,13,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
406,178,218,0.8165137614678899,38804,104.70737552829605,94.22636841562725,89.01546232347181,66.08625546787218,47.411253577315655,59.84426209474487,95.98306875579836,12,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
407,178,218,0.8165137614678899,38804,157.2509277394083,144.01141634883,129.1469436140604,51.21979770011405,54.512254746039446,65.13337638329955,143.4697625674329,7,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
408,178,218,0.8165137614678899,38804,114.07612617255953,110.22755386042677,104.73420265951964,73.11430753889579,68.55864250856762,62.37465496380054,109.67929423083531,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
409,178,218,0.8165137614678899,38804,146.6395990104113,99.11818369240285,81.96796721987424,74.8970156419529,85.94385703735395,80.05535902607836,109.24191664089614,13,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
410,178,218,0.8165137614678899,38804,146.8086795175755,135.6041387485826,143.77602824451088,46.580992119543865,48.248703958231154,66.65844527514237,142.06294883688966,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
411,178,218,0.8165137614678899,38804,172.25242243067726,135.03192969796928,85.96144727347696,87.53700007354239,78.35636451358104,56.820300962888915,131.08193313404118,9,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
412,178,218,0.8165137614678899,38804,57.66506030306154,35.27561591588496,27.272394598495,71.94352852400165,44.751175938240614,36.806892213670636,40.07102360581383,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
413,178,218,0.8165137614678899,38804,191.2197453870735,183.2861302958458,171.2740696835378,38.53859370286474,49.12061600166454,60.75513798682083,181.92664845548566,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
414,178,218,0.8165137614678899,38804,185.39230491701886,161.92683743943923,146.19912895577775,74.99956274865637,78.00429122046158,82.01684596862363,164.50609043741193,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
415,178,218,0.8165137614678899,38804,162.93405319039275,145.21407586846718,139.00881352437892,59.934316657638426,55.801363815628854,56.20320591627176,149.05231419441296,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
416,178,218,0.8165137614678899,38804,134.02298732089474,109.72152355427275,98.15951963715081,82.30612651180923,61.32879948954125,46.20082409584814,113.96801017077276,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,178,218,0.8165137614678899,38804,77.15750953509948,60.26876095247913,42.844423255334505,60.34332615275061,54.79848617906736,48.219237670641284,60.09023124763771,7,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
418,178,218,0.8165137614678899,38804,125.51342645088135,114.43410473147098,117.32442531697762,51.90494174100256,63.21559160688927,68.1406728315082,119.09065216644332,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
419,178,218,0.8165137614678899,38804,110.03061540047418,73.78801154520153,59.91905473662509,59.36276816511282,39.320911924837596,33.612899249427485,81.24589389410026,15,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1
420,178,218,0.8165137614678899,38804,176.68291928667148,153.87895577775487,114.4096484898464,48.9799539511353,60.28884885054915,55.91687208292251,148.32384118475758,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1
421,178,218,0.8165137614678899,38804,149.14441810122668,140.0348159983507,141.62210081434904,80.90308944973053,83.03642750655828,84.69884931271494,143.6004449713088,10,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
422,178,218,0.8165137614678899,38804,158.14900525718997,140.46118956808576,125.15511287496135,64.24022353841887,71.87280893098425,74.57033945635875,141.25510256674568,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1
423,178,218,0.8165137614678899,38804,81.59212967735284,73.53754767549736,74.72600762807959,61.2759031469439,41.14076165039035,47.17199012914982,76.61856166030992,11,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1
424,178,218,0.8165137614678899,38804,75.24899494897433,59.29551077208535,46.73487269353675,58.947844503258366,49.55436456424041,52.71281945768617,60.42645947153215,12,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
425,178,218,0.8165137614678899,38804,149.079244407793,129.66034429440265,126.55388619729925,81.59992563860904,84.22724576052748,86.54640987267062,135.09782496649828,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
426,178,218,0.8165137614678899,38804,217.39315534480983,209.04391299865992,204.19469642304918,54.53248413701212,64.98150347239506,71.44954998951968,210.2105882555063,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
427,178,218,0.8165137614678899,38804,120.27948149675291,108.68402741985362,86.73129058859911,61.90370884465681,56.054052667366555,51.061689489947966,105.23159983506855,12,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
428,178,218,0.8165137614678899,38804,77.45268529017628,68.66539532007009,65.57689928873312,49.384367926921065,45.62924020194685,47.9819023230012,70.56499329965982,7,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
429,178,218,0.8165137614678899,38804,113.90825688073394,101.41227708483662,99.00814349036182,62.18364267896717,55.674733225956125,53.02808522435069,104.77622581864414,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
430,178,218,0.8165137614678899,38804,180.7443562519328,157.16062777033295,138.03002267807443,47.868006509155784,53.754030255048235,62.910756822473495,158.64500223344672,10,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
431,178,218,0.8165137614678899,38804,203.04697969281517,179.86658591897742,156.5642974951036,39.73099206723689,44.492142278682245,56.30465082210618,179.8259543689654,10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
432,178,218,0.8165137614678899,38804,158.7007524997423,140.56726110710235,133.17245644778887,77.30081911508427,79.48000675178214,84.8833330938787,144.1468233515445,10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
433,178,218,0.8165137614678899,38804,55.09988660962787,47.58491392639934,39.78870734975776,63.08553792540837,60.96850559580264,49.26845122221215,47.49116929526165,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
434,178,218,0.8165137614678899,38804,150.8621276157097,135.52587362127616,125.44598495000515,86.28338664909099,82.18487639099709,83.12507819854521,137.27799539566368,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
435,178,218,0.8165137614678899,38804,96.50822080197918,66.80878259973198,59.00355633439852,67.46579657342663,58.717393723759656,57.547023996548596,74.10685324536989,10,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
436,178,218,0.8165137614678899,38804,123.29651582311102,90.46631790537057,75.72572415214927,64.39627854037838,51.000385287685624,47.52947205033908,96.4961859602103,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
437,178,218,0.8165137614678899,38804,108.08094526337491,82.36266879703123,78.05607669312442,80.83984236864517,60.48488425745095,55.16503151844081,89.49989691784351,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
438,178,218,0.8165137614678899,38804,88.97314709823729,116.1403721265849,137.48237295124213,58.17573766106396,65.39134812238248,80.53502237833479,114.19863072535479,11,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
439,178,218,0.8165137614678899,38804,209.20879290794764,187.85599422739924,175.98543964539738,63.8179517443593,77.43464467439279,84.78462146668302,191.01674226024807,13,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
440,178,218,0.8165137614678899,38804,152.7018348623853,121.55102566745697,91.79710854551077,46.032563060347854,48.37651322150478,37.36676969811357,122.01665635845102,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
441,178,218,0.8165137614678899,38804,144.85349448510462,119.31885888052778,101.72935779816514,52.80588315371152,50.67789041003467,50.76988498519638,121.96723705459918,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
442,178,218,0.8165137614678899,38804,199.38797546644676,177.2531440057726,172.41570456653955,63.63504155975493,69.21101599260905,75.81763592915378,183.01894134625297,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
443,178,218,0.8165137614678899,38804,157.8352489434079,148.7823420265952,152.27548706318936,59.397790006413494,58.106589792027535,63.78648262375929,152.96435934439748,13,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
444,178,218,0.8165137614678899,38804,119.7782702814143,114.50502525512833,116.29221214307803,55.97353251833133,67.07496072418374,87.30463568791446,116.85850255987356,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
445,178,218,0.8165137614678899,38804,175.77131223585198,112.54332027626018,129.80445314915988,74.53614533061005,51.229484286564755,67.5685044094318,139.37302855375734,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1
446,178,218,0.8165137614678899,38804,77.32171941037006,61.88472837851768,61.649520667972375,46.59851939122873,42.87408519697059,42.00126319180604,66.95198948562005,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
447,178,218,0.8165137614678899,38804,76.35065972580146,79.72178125966396,84.20660241212246,64.22113177887692,58.604343122707384,55.82500846999241,80.09301446586262,11,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1
448,178,218,0.8165137614678899,38804,98.76360684465519,88.15874652097722,94.36320997835274,73.86046908917122,62.7028636624252,59.55142961130106,93.76185444799505,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,178,218,0.8165137614678899,38804,166.7469590763839,150.65516441603958,147.70461808061026,48.12188550042853,45.093650833647665,44.8416352126282,155.03558052434457,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
450,178,218,0.8165137614678899,38804,172.82777548706318,141.745258220802,115.51167405422122,70.76873165933937,74.15983402988219,72.92015869539625,143.3615692540288,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
451,178,218,0.8165137614678899,38804,152.6656787960004,135.65681373054323,128.4613699618596,86.9602023477826,81.26579723816027,80.86861308027346,138.9279541628011,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
452,178,218,0.8165137614678899,38804,123.4844088238326,107.38918668178539,65.12287393052263,108.61064343809859,105.40622824999285,64.56649349856485,98.66548981204687,7,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
453,178,218,0.8165137614678899,38804,118.31254509844347,97.36514276878673,85.20227296155035,85.95802145078123,72.80107292656172,70.19998516900266,100.29332027626019,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
454,178,218,0.8165137614678899,38804,127.00311823523349,112.09207813627461,102.98082671889496,83.97131442824308,81.08811753901117,82.71192877643665,114.02534103013436,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
455,178,218,0.8165137614678899,38804,80.5729306257087,59.20232450262859,55.257808473353265,84.21060076416735,66.72440664693524,58.33458576701678,65.01102120056352,12,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1
456,178,218,0.8165137614678899,38804,98.09929388722811,97.77997113699618,96.25255128337285,65.11143984363896,66.9867979124748,78.76929130303122,97.37727210253239,11,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
457,178,218,0.8165137614678899,38804,167.72569838161013,153.95729821667868,159.79898979486651,86.1457405082217,68.97166568252938,53.6775498299506,160.4939954643851,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
458,178,218,0.8165137614678899,38804,128.03966085970518,111.42583238841357,96.46698793938769,68.46376173200142,64.90101165564953,67.52622620455764,111.97749372916881,6,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
459,178,218,0.8165137614678899,38804,164.940135037625,138.6168436243686,134.2727553860427,95.33483356042062,92.04348720315326,89.667479383605,145.9432446826788,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
460,178,218,0.8165137614678899,38804,201.8142974951036,186.06424595402535,173.97077620863828,57.94394772470772,68.13515624412717,76.93311729786336,187.2831065525891,8,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
461,178,218,0.8165137614678899,38804,128.50791155550974,52.25110813318214,43.26914751056592,66.20260674598642,51.045896183961226,44.45694991120828,74.67605573308593,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1
462,178,218,0.8165137614678899,38804,106.57014740748376,62.10498917637357,68.38529533037831,55.867352889901376,49.54276927958616,49.01443948523365,79.02014397141188,9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
463,178,218,0.8165137614678899,38804,185.98005360272137,171.9118647562107,163.74327388928975,66.86528746212224,68.9817312324581,71.53596257270975,173.8783974160739,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
464,178,218,0.8165137614678899,38804,83.80623131635913,85.85612308009483,89.57978558911452,68.81044943974328,71.83364685659767,80.34278240042653,86.41404666185616,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
465,178,218,0.8165137614678899,38804,133.6967065251005,114.54143902690444,107.78517678589836,63.9552889132612,66.6576244876069,73.47027586562989,118.67444077930111,14,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1
466,178,218,0.8165137614678899,38804,123.24525822080199,104.3847541490568,99.50845273683126,71.46612441868297,68.36243955911632,68.01316827153161,109.04615503556334,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1
467,178,218,0.8165137614678899,38804,187.9786362230698,143.7709514483043,116.44206782805897,54.83225285575566,56.85562017625022,57.30017801174126,149.39721849981103,8,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
468,178,218,0.8165137614678899,38804,89.88818163075972,75.66042160602,62.43616637460055,54.54220167194167,45.84936668828138,38.74627344544813,75.99492320379342,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
469,178,218,0.8165137614678899,38804,104.2890165962272,92.47631687454901,84.48458921760643,71.09761950878764,61.542642003281266,63.54291247828405,93.74997422946088,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,178,218,0.8165137614678899,38804,101.93492938872281,79.03806308627976,61.79079476342645,79.9382345667746,61.7825177252015,53.54058564974419,80.92126241280967,16,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1
471,178,218,0.8165137614678899,38804,163.67438923822286,145.60161323574889,138.83599628904236,83.02197608613457,92.45594324638348,97.61323544825473,149.37066625433803,12,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
472,178,218,0.8165137614678899,38804,127.80027832182249,79.09712916194206,73.26724049067107,84.37911361758943,60.0317196418968,56.68197892882624,93.38821599147855,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
